instance Boomer-SAT-W2 XGBoost-MaxSAT
instance3289 0.001 0.032
instance3290 0.001 0.026
instance3291 0.001 0.027
instance3292 0.001 0.029
instance3293 0.001 0.034
instance3294 0.001 0.019
instance3295 0.001 0.044
instance3296 0.001 0.031
instance3297 0.001 0.023
instance3298 0.001 0.024
instance3299 0.001 0.03
instance3300 0.001 0.022
instance3301 0.001 0.017
instance3302 0.001 0.026
instance3303 0.001 0.018
instance3304 0.001 0.026
instance3305 0.001 0.023
instance3306 0.001 0.02
instance3307 0.001 0.035
instance3308 0.001 0.022
instance3309 0.001 0.036
instance3310 0.001 0.035
instance3311 0.001 0.029
instance3312 0.001 0.029
instance3313 0.001 0.044
instance3314 0.001 0.04
instance3315 0.001 0.027
instance3316 0.001 0.029
instance3317 0.001 0.029
instance3318 0.001 0.016
instance3319 0.001 0.035
instance3320 0.001 0.021
instance3321 0.001 0.022
instance3322 0.001 0.029
instance3323 0.001 0.013
instance3324 0.001 0.012
instance3325 0.001 0.016
instance3326 0.001 0.01
instance3327 0.001 0.005
instance3328 0.001 0.007
instance3329 0.001 0.017
instance3330 0.001 0.008
instance3331 0.001 0.006
instance3332 0.001 0.007
instance3333 0.001 0.018
instance3334 0.001 0.01
instance3335 0.001 0.019
instance3336 0.001 0.006
instance3337 0.001 0.004
instance3338 0.001 0.013
instance3339 0.001 0.004
instance3340 0.001 0.013
instance3341 0.001 0.012
instance3342 0.001 0.012
instance3343 0.001 0.019
instance3344 0.001 0.01
instance3345 0.001 0.019
instance3346 0.001 0.004
instance3347 0.001 0.003
instance3348 0.001 0.005
instance3349 0.001 0.009
instance3350 0.001 0.021
instance3351 0.001 0.006
instance3352 0.001 0.013
instance3353 0.001 0.013
instance3354 0.001 0.004
instance3355 0.001 0.015
instance3356 0.001 0.004
instance3357 0.001 0.004
instance3358 0.001 0.003
instance3359 0.001 0.008
instance3360 0.001 0.005
instance3361 0.001 0.011
instance3362 0.001 0.016
instance3363 0.001 0.006
instance3364 0.001 0.009
instance3365 0.001 0.01
instance3366 0.001 0.015
instance3367 0.001 0.011
instance3368 0.001 0.007
instance3369 0.001 0.007
instance3370 0.001 0.004
instance3371 0.001 0.007
instance3372 0.001 0.004
instance3373 0.001 0.01
instance3374 0.001 0.016
instance3375 0.001 0.007
instance3376 0.001 0.019
instance3377 0.001 0.004
instance3378 0.001 0.004
instance3379 0.001 0.004
instance3380 0.001 0.019
instance3381 0.001 0.004
instance3382 0.001 0.004
instance3383 0.001 0.007
instance3384 0.001 0.009
instance3385 0.001 0.012
instance3386 0.001 0.004
instance3387 0.001 0.016
instance3388 0.001 0.008
instance3389 0.001 0.015
instance3390 0.001 0.013
instance3391 0.001 0.011
instance3392 0.001 0.006
instance3393 0.001 0.017
instance3394 0.001 0.007
instance3395 0.001 0.02
instance3396 0.001 0.012
instance3397 0.001 0.011
instance3398 0.001 0.005
instance3399 0.001 0.014
instance3400 0.001 0.008
instance3401 0.001 0.01
instance3402 0.001 0.012
instance3403 0.001 0.013
instance3404 0.001 0.012
instance3405 0.001 0.004
instance3406 0.001 0.018
instance3407 0.001 0.011
instance3408 0.001 0.013
instance3409 0.001 0.004
instance3410 0.001 0.01
instance3411 0.001 0.013
instance3412 0.001 0.015
instance3413 0.001 0.006
instance3414 0.001 0.007
instance3415 0.001 0.016
instance3416 0.001 0.007
instance3417 0.001 0.013
instance3418 0.001 0.006
instance3419 0.001 0.006
instance3420 0.001 0.007
instance3421 0.001 0.013
instance3422 0.001 0.025
instance3423 0.001 0.004
instance3424 0.001 0.009
instance3425 0.001 0.025
instance3426 0.001 0.015
instance3427 0.001 0.026
instance3428 0.001 0.023
instance3429 0.001 0.017
instance3430 0.001 0.019
instance3431 0.001 0.008
instance3432 0.001 0.009
instance3433 0.001 0.02
instance3434 0.001 0.014
instance3435 0.001 0.011
instance3436 0.001 0.025
instance3437 0.001 0.005
instance3438 0.001 0.004
instance3439 0.001 0.014
instance3440 0.001 0.011
instance3441 0.001 0.007
instance3442 0.001 0.011
instance3443 0.001 0.006
instance3444 0.001 0.007
instance3445 0.001 0.014
instance3446 0.001 0.014
instance3447 0.001 0.009
instance3448 0.001 0.023
instance3449 0.001 0.011
instance3450 0.001 0.013
instance3451 0.001 0.023
instance3452 0.001 0.015
instance3453 0.001 0.004
instance3454 0.001 0.01
instance3455 0.001 0.004
instance3456 0.001 0.004
instance3457 0.001 0.008
instance3458 0.001 0.012
instance3459 0.001 0.006
instance3460 0.001 0.009
instance3461 0.001 0.008
instance3462 0.001 0.004
instance3463 0.001 0.008
instance3464 0.001 0.015
instance3465 0.001 0.004
instance3466 0.001 0.011
instance3467 0.001 0.029
instance3468 0.001 0.009
instance3469 0.001 0.014
instance3470 0.001 0.013
instance3471 0.001 0.007
instance3472 0.001 0.004
instance3473 0.001 0.012
instance3474 0.001 0.016
instance3475 0.001 0.009
instance3476 0.001 0.013
instance3477 0.001 0.016
instance3478 0.001 0.004
instance3479 0.001 0.019
instance3480 0.001 0.004
instance3481 0.001 0.014
instance3482 0.001 0.014
instance3483 0.001 0.008
instance3484 0.001 0.015
instance3485 0.001 0.004
instance3486 0.001 0.007
instance3487 0.001 0.003
instance3488 0.001 0.015
instance3489 0.001 0.027
instance3490 0.001 0.01
instance3491 0.001 0.015
instance3492 0.001 0.015
instance3493 0.001 0.014
instance3494 0.001 0.009
instance3495 0.001 0.015
instance3496 0.001 0.004
instance3497 0.001 0.017
instance3498 0.001 0.018
instance3499 0.001 0.02
instance3500 0.001 0.01
instance3501 0.005 0.46
instance3502 0.004 0.561
instance3503 0.013 0.391
instance3504 0.013 0.402
instance3505 0.011 0.401
instance3506 0.016 0.466
instance3507 0.018 0.455
instance3508 0.005 0.471
instance3509 0.006 0.412
instance3510 0.004 0.458
instance3511 0.017 0.355
instance3512 0.014 0.518
instance3513 0.017 0.455
instance3514 0.007 0.454
instance3515 0.017 0.47
instance3516 0.011 0.471
instance3517 0.01 0.386
instance3518 0.005 0.476
instance3519 0.004 0.435
instance3520 0.004 0.343
instance3521 0.01 0.288
instance3522 0.004 0.46
instance3523 0.004 0.333
instance3524 0.008 0.585
instance3525 0.02 0.311
instance3526 0.005 0.481
instance3527 0.006 0.328
instance3528 0.004 0.337
instance3529 0.004 0.476
instance3530 0.004 0.506
instance3531 0.004 0.585
instance3532 0.004 0.575
instance3533 0.006 0.249
instance3534 0.004 0.54
instance3535 0.013 0.344
instance3536 0.012 0.346
instance3537 0.012 0.606
instance3538 0.005 0.562
instance3539 0.007 0.548
instance3540 0.007 0.383
instance3541 0.011 0.533
instance3542 0.018 0.585
instance3543 0.014 0.409
instance3544 0.008 0.367
instance3545 0.019 0.592
instance3546 0.011 0.611
instance3547 0.004 0.254
instance3548 0.004 0.631
instance3549 0.007 0.637
instance3550 0.006 0.359
instance3551 0.005 0.725
instance3552 0.008 0.616
instance3553 0.01 0.263
instance3554 0.018 0.492
instance3555 0.009 0.489
instance3556 0.014 0.418
instance3557 0.012 0.691
instance3558 0.014 0.507
instance3559 0.02 0.397
instance3560 0.016 0.688
instance3561 0.025 0.42
instance3562 0.009 0.529
instance3563 0.015 0.495
instance3564 0.008 0.577
instance3565 0.004 0.231
instance3566 0.008 0.595
instance3567 0.005 0.515
instance3568 0.022 0.747
instance3569 0.01 0.559
instance3570 0.005 0.361
instance3571 0.011 0.348
instance3572 0.017 0.396
instance3573 0.005 0.777
instance3574 0.013 0.529
instance3575 0.016 0.482
instance3576 0.011 0.511
instance3577 0.007 0.674
instance3578 0.012 0.341
instance3579 0.008 0.554
instance3580 0.005 0.679
instance3581 0.018 0.629
instance3582 0.006 0.645
instance3583 0.004 0.711
instance3584 0.004 0.583
instance3585 0.015 0.665
instance3586 0.017 0.662
instance3587 0.025 0.732
instance3588 0.008 0.296
instance3589 0.015 0.752
instance3590 0.008 0.566
instance3591 0.009 0.749
instance3592 0.014 0.782
instance3593 0.011 0.766
instance3594 0.006 0.624
instance3595 0.006 0.5
instance3596 0.005 0.863
instance3597 0.008 0.902
instance3598 0.011 0.533
instance3599 0.02 0.489
instance3600 0.01 0.449
instance3601 0.014 0.297
instance3602 0.007 0.636
instance3603 0.018 0.731
instance3604 0.01 0.497
instance3605 0.01 0.655
instance3606 0.013 0.66
instance3607 0.009 0.591
instance3608 0.011 0.484
instance3609 0.004 0.829
instance3610 0.014 0.854
instance3611 0.013 0.404
instance3612 0.02 0.48
instance3613 0.023 0.842
instance3614 0.014 0.372
instance3615 0.011 0.685
instance3616 0.009 0.981
instance3617 0.006 0.387
instance3618 0.012 0.587
instance3619 0.012 0.439
instance3620 0.013 0.543
instance3621 0.017 0.566
instance3622 0.011 0.446
instance3623 0.013 0.262
instance3624 0.021 0.378
instance3625 0.008 0.6
instance3626 0.006 0.41
instance3627 0.004 0.583
instance3628 0.009 0.96
instance3629 0.016 0.658
instance3630 0.016 0.914
instance3631 0.005 0.593
instance3632 0.019 0.382
instance3633 0.006 0.507
instance3634 0.005 0.763
instance3635 0.009 0.992
instance3636 0.004 0.655
instance3637 0.019 0.687
instance3638 0.019 0.575
instance3639 0.006 0.541
instance3640 0.011 0.515
instance3641 0.007 0.852
instance3642 0.007 0.938
instance3643 0.013 0.552
instance3644 0.004 0.925
instance3645 0.018 1.02
instance3646 0.015 0.933
instance3647 0.023 1.065
instance3648 0.005 0.54
instance3649 0.006 0.919
instance3650 0.011 0.623
instance3651 0.01 0.768
instance3652 0.016 0.968
instance3653 0.015 0.615
instance3654 0.019 1.006
instance3655 0.006 0.332
instance3656 0.011 1.054
instance3657 0.012 0.828
instance3658 0.02 0.37
instance3659 0.009 0.916
instance3660 0.005 0.977
instance3661 0.006 1.068
instance3662 0.011 0.963
instance3663 0.004 0.692
instance3664 0.012 0.69
instance3665 0.019 0.38
instance3666 0.011 0.934
instance3667 0.008 1.018
instance3668 0.007 0.403
instance3669 0.011 1.027
instance3670 0.006 0.849
instance3671 0.006 0.82
instance3672 0.012 1.222
instance3673 0.006 0.309
instance3674 0.013 1.073
instance3675 0.004 0.871
instance3676 0.005 0.734
instance3677 0.011 1.356
instance3678 0.013 1.002
instance3679 0.004 0.824
instance3680 0.017 1.064
instance3681 0.006 0.597
instance3682 0.028 0.439
instance3683 0.022 0.364
instance3684 0.008 1.07
instance3685 0.02 1.093
instance3686 0.005 0.86
instance3687 0.026 0.902
instance3688 0.02 0.819
instance3689 0.021 0.971
instance3690 0.01 0.638
instance3691 0.012 0.71
instance3692 0.022 0.643
instance3693 0.004 0.841
instance3694 0.004 0.959
instance3695 0.005 0.007
instance3696 0.009 0.007
instance3697 0.003 0.006
instance3698 0.003 0.016
instance3699 0.006 0.003
instance3700 0.004 0.006
instance3701 0.002 0.006
instance3702 0.001 0.003
instance3703 0.002 0.002
instance3704 0.006 0.006
instance3705 0.002 0.003
instance3706 0.002 0.008
instance3707 0.001 0.003
instance3708 0.002 0.005
instance3709 0.002 0.012
instance3710 0.002 0.007
instance3711 0.005 0.008
instance3712 0.002 0.003
instance3713 0.002 0.003
instance3714 0.001 0.003
instance3715 0.002 0.003
instance3716 0.002 0.003
instance3717 0.004 0.003
instance3718 0.003 0.005
instance3719 0.006 0.011
instance3720 0.006 0.003
instance3721 0.004 0.003
instance3722 0.002 0.009
instance3723 0.008 0.009
instance3724 0.003 0.003
instance3725 0.002 0.008
instance3726 0.002 0.006
instance3727 0.008 0.018
instance3728 0.002 0.01
instance3729 0.002 0.008
instance3730 0.001 0.003
instance3731 0.003 0.005
instance3732 0.004 0.004
instance3733 0.002 0.004
instance3734 0.002 0.003
instance3735 0.001 0.007
instance3736 0.004 0.004
instance3737 0.005 0.018
instance3738 0.002 0.005
instance3739 0.003 0.013
instance3740 0.002 0.003
instance3741 0.002 0.002
instance3742 0.002 0.015
instance3743 0.003 0.004
instance3744 0.004 0.013
instance3745 0.002 0.003
instance3746 0.002 0.003
instance3747 0.001 0.004
instance3748 0.002 0.007
instance3749 0.005 0.008
instance3750 0.002 0.003
instance3751 0.002 0.003
instance3752 0.002 0.003
instance3753 0.002 0.003
