instance Boomer-SAT-W2 Boomer-MaxSAT
instance3287 0.001 0.002
instance3288 0.001 0.002
instance3289 0.001 0.002
instance3290 0.001 0.002
instance3291 0.001 0.002
instance3292 0.001 0.002
instance3293 0.001 0.002
instance3294 0.001 0.002
instance3295 0.001 0.002
instance3296 0.001 0.002
instance3297 0.001 0.002
instance3298 0.001 0.002
instance3299 0.001 0.002
instance3300 0.001 0.002
instance3301 0.001 0.003
instance3302 0.001 0.003
instance3303 0.001 0.003
instance3304 0.001 0.002
instance3305 0.001 0.002
instance3306 0.001 0.004
instance3307 0.001 0.002
instance3308 0.001 0.004
instance3309 0.001 0.002
instance3310 0.001 0.002
instance3311 0.001 0.002
instance3312 0.001 0.002
instance3313 0.001 0.002
instance3314 0.001 0.002
instance3315 0.001 0.003
instance3316 0.001 0.002
instance3317 0.001 0.002
instance3318 0.001 0.003
instance3319 0.001 0.002
instance3320 0.001 0.003
instance3321 0.001 0.003
instance3322 0.001 0.002
instance3323 0.001 0.009
instance3324 0.001 0.006
instance3325 0.001 0.003
instance3326 0.001 0.003
instance3327 0.001 0.004
instance3328 0.001 0.003
instance3329 0.001 0.007
instance3330 0.001 0.006
instance3331 0.001 0.003
instance3332 0.001 0.005
instance3333 0.001 0.003
instance3334 0.001 0.004
instance3335 0.001 0.004
instance3336 0.001 0.003
instance3337 0.001 0.007
instance3338 0.001 0.004
instance3339 0.001 0.005
instance3340 0.001 0.003
instance3341 0.001 0.006
instance3342 0.001 0.003
instance3343 0.001 0.003
instance3344 0.001 0.003
instance3345 0.001 0.003
instance3346 0.001 0.007
instance3347 0.001 0.008
instance3348 0.001 0.003
instance3349 0.001 0.003
instance3350 0.001 0.003
instance3351 0.001 0.003
instance3352 0.001 0.003
instance3353 0.001 0.007
instance3354 0.001 0.004
instance3355 0.001 0.006
instance3356 0.001 0.003
instance3357 0.001 0.004
instance3358 0.001 0.002
instance3359 0.001 0.005
instance3360 0.001 0.003
instance3361 0.001 0.004
instance3362 0.001 0.003
instance3363 0.001 0.003
instance3364 0.001 0.005
instance3365 0.001 0.003
instance3366 0.001 0.003
instance3367 0.001 0.003
instance3368 0.001 0.006
instance3369 0.001 0.003
instance3370 0.001 0.006
instance3371 0.001 0.005
instance3372 0.001 0.003
instance3373 0.001 0.003
instance3374 0.001 0.003
instance3375 0.001 0.003
instance3376 0.001 0.005
instance3377 0.001 0.005
instance3378 0.001 0.003
instance3379 0.001 0.004
instance3380 0.001 0.005
instance3381 0.001 0.011
instance3382 0.001 0.003
instance3383 0.001 0.003
instance3384 0.001 0.005
instance3385 0.001 0.003
instance3386 0.001 0.003
instance3387 0.001 0.003
instance3388 0.001 0.003
instance3389 0.001 0.002
instance3390 0.001 0.005
instance3391 0.001 0.003
instance3392 0.001 0.005
instance3393 0.001 0.004
instance3394 0.001 0.003
instance3395 0.001 0.004
instance3396 0.001 0.006
instance3397 0.001 0.003
instance3398 0.001 0.007
instance3399 0.001 0.004
instance3400 0.001 0.006
instance3401 0.001 0.003
instance3402 0.001 0.006
instance3403 0.001 0.005
instance3404 0.001 0.003
instance3405 0.001 0.003
instance3406 0.001 0.004
instance3407 0.001 0.003
instance3408 0.001 0.006
instance3409 0.001 0.005
instance3410 0.001 0.003
instance3411 0.001 0.003
instance3412 0.001 0.008
instance3413 0.001 0.003
instance3414 0.001 0.003
instance3415 0.001 0.003
instance3416 0.001 0.004
instance3417 0.001 0.004
instance3418 0.001 0.004
instance3419 0.001 0.006
instance3420 0.001 0.003
instance3421 0.001 0.003
instance3422 0.001 0.007
instance3423 0.001 0.006
instance3424 0.001 0.003
instance3425 0.001 0.007
instance3426 0.001 0.006
instance3427 0.001 0.005
instance3428 0.001 0.003
instance3429 0.001 0.003
instance3430 0.001 0.006
instance3431 0.001 0.003
instance3432 0.001 0.005
instance3433 0.001 0.003
instance3434 0.001 0.003
instance3435 0.001 0.007
instance3436 0.001 0.004
instance3437 0.001 0.004
instance3438 0.001 0.007
instance3439 0.001 0.004
instance3440 0.001 0.003
instance3441 0.001 0.003
instance3442 0.001 0.003
instance3443 0.001 0.006
instance3444 0.001 0.003
instance3445 0.001 0.007
instance3446 0.001 0.007
instance3447 0.001 0.006
instance3448 0.001 0.008
instance3449 0.001 0.006
instance3450 0.001 0.002
instance3451 0.001 0.004
instance3452 0.001 0.006
instance3453 0.001 0.004
instance3454 0.001 0.007
instance3455 0.001 0.006
instance3456 0.001 0.007
instance3457 0.001 0.003
instance3458 0.001 0.007
instance3459 0.001 0.003
instance3460 0.001 0.004
instance3461 0.001 0.004
instance3462 0.001 0.005
instance3463 0.001 0.003
instance3464 0.001 0.005
instance3465 0.001 0.006
instance3466 0.001 0.006
instance3467 0.001 0.003
instance3468 0.001 0.003
instance3469 0.001 0.005
instance3470 0.001 0.003
instance3471 0.001 0.003
instance3472 0.001 0.004
instance3473 0.001 0.003
instance3474 0.001 0.005
instance3475 0.001 0.003
instance3476 0.001 0.006
instance3477 0.001 0.004
instance3478 0.001 0.005
instance3479 0.001 0.003
instance3480 0.001 0.003
instance3481 0.001 0.007
instance3482 0.001 0.006
instance3483 0.001 0.007
instance3484 0.001 0.003
instance3485 0.001 0.003
instance3486 0.001 0.005
instance3487 0.001 0.003
instance3488 0.001 0.006
instance3489 0.001 0.003
instance3490 0.001 0.004
instance3491 0.001 0.006
instance3492 0.001 0.003
instance3493 0.001 0.006
instance3494 0.001 0.003
instance3495 0.001 0.006
instance3496 0.001 0.003
instance3497 0.001 0.006
instance3498 0.001 0.003
instance3499 0.001 0.003
instance3500 0.001 0.004
instance3501 0.005 0.01
instance3502 0.004 0.009
instance3503 0.013 0.015
instance3504 0.013 0.01
instance3505 0.011 0.012
instance3506 0.016 0.008
instance3507 0.018 0.011
instance3508 0.005 0.014
instance3509 0.006 0.013
instance3510 0.004 0.011
instance3511 0.017 0.006
instance3512 0.014 0.009
instance3513 0.017 0.012
instance3514 0.007 0.012
instance3515 0.017 0.008
instance3516 0.011 0.007
instance3517 0.01 0.01
instance3518 0.005 0.01
instance3519 0.004 0.006
instance3520 0.004 0.01
instance3521 0.01 0.008
instance3522 0.004 0.016
instance3523 0.004 0.006
instance3524 0.008 0.006
instance3525 0.02 0.025
instance3526 0.005 0.011
instance3527 0.006 0.006
instance3528 0.004 0.012
instance3529 0.004 0.008
instance3530 0.004 0.01
instance3531 0.004 0.009
instance3532 0.004 0.013
instance3533 0.006 0.02
instance3534 0.004 0.013
instance3535 0.013 0.016
instance3536 0.012 0.026
instance3537 0.012 0.015
instance3538 0.005 0.012
instance3539 0.007 0.01
instance3540 0.007 0.016
instance3541 0.011 0.018
instance3542 0.018 0.008
instance3543 0.014 0.019
instance3544 0.008 0.016
instance3545 0.019 0.007
instance3546 0.011 0.007
instance3547 0.004 0.012
instance3548 0.004 0.009
instance3549 0.007 0.009
instance3550 0.006 0.022
instance3551 0.005 0.013
instance3552 0.008 0.011
instance3553 0.01 0.007
instance3554 0.018 0.008
instance3555 0.009 0.014
instance3556 0.014 0.012
instance3557 0.012 0.009
instance3558 0.014 0.007
instance3559 0.02 0.025
instance3560 0.016 0.009
instance3561 0.025 0.02
instance3562 0.009 0.011
instance3563 0.015 0.007
instance3564 0.008 0.007
instance3565 0.004 0.007
instance3566 0.008 0.013
instance3567 0.005 0.01
instance3568 0.022 0.006
instance3569 0.01 0.017
instance3570 0.005 0.018
instance3571 0.011 0.019
instance3572 0.017 0.025
instance3573 0.005 0.009
instance3574 0.013 0.016
instance3575 0.016 0.006
instance3576 0.011 0.011
instance3577 0.007 0.014
instance3578 0.012 0.016
instance3579 0.008 0.011
instance3580 0.005 0.007
instance3581 0.018 0.012
instance3582 0.006 0.012
instance3583 0.004 0.012
instance3584 0.004 0.01
instance3585 0.015 0.007
instance3586 0.017 0.008
instance3587 0.025 0.019
instance3588 0.008 0.006
instance3589 0.015 0.014
instance3590 0.008 0.007
instance3591 0.009 0.012
instance3592 0.014 0.015
instance3593 0.011 0.01
instance3594 0.006 0.015
instance3595 0.006 0.007
instance3596 0.005 0.011
instance3597 0.008 0.007
instance3598 0.011 0.011
instance3599 0.02 0.012
instance3600 0.01 0.018
instance3601 0.014 0.018
instance3602 0.007 0.008
instance3603 0.018 0.009
instance3604 0.01 0.01
instance3605 0.01 0.024
instance3606 0.013 0.008
instance3607 0.009 0.007
instance3608 0.011 0.007
instance3609 0.004 0.01
instance3610 0.014 0.007
instance3611 0.013 0.02
instance3612 0.02 0.01
instance3613 0.023 0.008
instance3614 0.014 0.018
instance3615 0.011 0.007
instance3616 0.009 0.007
instance3617 0.006 0.018
instance3618 0.012 0.006
instance3619 0.012 0.013
instance3620 0.013 0.007
instance3621 0.017 0.009
instance3622 0.011 0.012
instance3623 0.013 0.013
instance3624 0.021 0.021
instance3625 0.008 0.017
instance3626 0.006 0.018
instance3627 0.004 0.006
instance3628 0.009 0.009
instance3629 0.016 0.009
instance3630 0.016 0.012
instance3631 0.005 0.007
instance3632 0.019 0.01
instance3633 0.006 0.028
instance3634 0.005 0.011
instance3635 0.009 0.008
instance3636 0.004 0.008
instance3637 0.019 0.011
instance3638 0.019 0.011
instance3639 0.006 0.008
instance3640 0.011 0.007
instance3641 0.007 0.018
instance3642 0.007 0.009
instance3643 0.013 0.011
instance3644 0.004 0.009
instance3645 0.018 0.009
instance3646 0.015 0.006
instance3647 0.023 0.013
instance3648 0.005 0.01
instance3649 0.006 0.023
instance3650 0.011 0.006
instance3651 0.01 0.008
instance3652 0.016 0.008
instance3653 0.015 0.007
instance3654 0.019 0.012
instance3655 0.006 0.016
instance3656 0.011 0.017
instance3657 0.012 0.006
instance3658 0.02 0.013
instance3659 0.009 0.013
instance3660 0.005 0.011
instance3661 0.006 0.019
instance3662 0.011 0.008
instance3663 0.004 0.006
instance3664 0.012 0.009
instance3665 0.019 0.02
instance3666 0.011 0.008
instance3667 0.008 0.013
instance3668 0.007 0.019
instance3669 0.011 0.014
instance3670 0.006 0.009
instance3671 0.006 0.012
instance3672 0.012 0.008
instance3673 0.006 0.022
instance3674 0.013 0.009
instance3675 0.004 0.006
instance3676 0.005 0.012
instance3677 0.011 0.012
instance3678 0.013 0.01
instance3679 0.004 0.006
instance3680 0.017 0.009
instance3681 0.006 0.006
instance3682 0.028 0.02
instance3683 0.022 0.021
instance3684 0.008 0.007
instance3685 0.02 0.01
instance3686 0.005 0.01
instance3687 0.026 0.008
instance3688 0.02 0.008
instance3689 0.021 0.012
instance3690 0.01 0.02
instance3691 0.012 0.006
instance3692 0.022 0.007
instance3693 0.004 0.007
instance3694 0.004 0.006
instance3695 0.005 0.04
instance3696 0.009 0.036
instance3697 0.003 0.033
instance3698 0.003 0.022
instance3699 0.006 0.043
instance3700 0.004 0.027
instance3701 0.002 0.037
instance3702 0.001 0.038
instance3703 0.002 0.035
instance3704 0.006 0.036
instance3705 0.002 0.039
instance3706 0.002 0.033
instance3707 0.001 0.027
instance3708 0.002 0.026
instance3709 0.002 0.019
instance3710 0.002 0.041
instance3711 0.005 0.028
instance3712 0.002 0.032
instance3713 0.002 0.031
instance3714 0.001 0.04
instance3715 0.002 0.036
instance3716 0.002 0.03
instance3717 0.004 0.038
instance3718 0.003 0.046
instance3719 0.006 0.034
instance3720 0.006 0.034
instance3721 0.004 0.035
instance3722 0.002 0.041
instance3723 0.008 0.04
instance3724 0.003 0.034
instance3725 0.002 0.023
instance3726 0.002 0.04
instance3727 0.008 0.04
instance3728 0.002 0.041
instance3729 0.002 0.035
instance3730 0.001 0.038
instance3731 0.003 0.043
instance3732 0.004 0.036
instance3733 0.002 0.037
instance3734 0.002 0.041
instance3735 0.001 0.034
instance3736 0.004 0.038
instance3737 0.005 0.029
instance3738 0.002 0.034
instance3739 0.003 0.032
instance3740 0.002 0.036
instance3741 0.002 0.03
instance3742 0.002 0.044
instance3743 0.003 0.038
instance3744 0.004 0.034
instance3745 0.002 0.041
instance3746 0.002 0.036
instance3747 0.001 0.044
instance3748 0.002 0.041
instance3749 0.005 0.038
instance3750 0.002 0.052
instance3751 0.002 0.036
instance3752 0.002 0.054
instance3753 0.002 0.047
